Install_Dates,source_type,Country,installs
2020-05-10,Paid,UK,6.0
2020-04-23,Organic,MD,6.0
2020-03-30,Organic,SG,2.0
2020-04-02,Organic,ME,1.0
2020-04-11,Paid,UA,1.0
2020-04-17,Organic,BD,27.0
2020-04-20,Paid,HK,2.0
2020-04-29,Paid,CG,10.0
2020-03-20,Organic,SA,18.0
2020-04-02,Organic,LK,2.0
2020-04-19,Paid,BO,3.0
2020-05-03,Organic,IR,14.0
2020-03-20,Organic,RO,34.0
2020-04-20,Paid,IE,8.0
2020-04-07,Organic,CL,2.0
2020-05-13,Organic,IT,34.0
2020-04-01,Paid,SK,63.0
2020-04-18,Organic,CM,1.0
2020-03-26,Organic,FR,38.0
2020-04-24,Organic,TR,24.0
2020-05-10,Paid,UA,1.0
2020-04-27,Paid,AM,111.0
2020-05-11,Organic,JP,15.0
2020-04-24,Paid,NL,7.0
2020-05-05,Paid,PH,34.0
2020-05-16,Paid,SR,6.0
2020-03-19,Organic,RW,2.0
2020-05-16,Organic,IL,6.0
2020-04-10,Organic,CR,1.0
2020-04-27,Paid,MV,1.0
2020-03-29,Organic,FJ,1.0
2020-05-15,Paid,HN,10.0
2020-04-26,Paid,JP,2.0
2020-04-25,Organic,CU,2.0
2020-04-26,Organic,LT,2.0
2020-04-11,Paid,FI,1.0
2020-05-14,Paid,DM,1.0
2020-04-13,Paid,AT,66.0
2020-05-11,Paid,CO,1.0
2020-04-06,Paid,RO,17.0
2020-03-28,Paid,LB,1.0
2020-04-28,Paid,IT,14.0
2020-04-29,Organic,TL,1.0
2020-04-07,Paid,IS,2.0
2020-04-19,Organic,TJ,4.0
2020-04-12,Paid,FR,8.0
2020-05-01,Paid,AU,1.0
2020-04-03,Paid,CN,1.0
2020-04-01,Organic,GR,8.0
2020-04-24,Paid,SY,1.0
2020-05-07,Organic,SN,1.0
2020-04-15,Paid,GE,1.0
2020-03-26,Organic,HU,10.0
2020-03-21,Organic,GT,5.0
2020-04-13,Paid,CH,72.0
2020-04-28,Organic,ML,3.0
2020-04-17,Organic,MM,26.0
2020-04-29,Paid,PT,1.0
2020-05-03,Organic,GU,1.0
2020-05-18,Organic,HT,1.0
2020-04-07,Organic,MK,1.0
2020-04-22,Paid,CO,4.0
2020-05-08,Organic,HR,6.0
2020-03-27,Organic,SI,2.0
2020-04-09,Organic,NO,12.0
2020-04-15,Paid,TW,45.0
2020-03-19,Organic,PK,33.0
2020-04-15,Organic,NI,3.0
2020-04-08,Paid,US,11.0
2020-04-08,Organic,US,217.0
2020-04-22,Paid,UA,1.0
2020-03-18,Organic,KW,4.0
2020-05-15,Organic,PL,77.0
2020-03-23,Paid,NO,1.0
2020-03-23,Organic,HK,7.0
2020-04-25,Organic,MR,1.0
2020-05-12,Paid,IN,15.0
2020-03-23,Paid,RU,4699.0
2020-04-15,Organic,BR,63.0
2020-03-22,Paid,US,29.0
2020-04-30,Paid,LV,79.0
2020-04-24,Organic,VN,47.0
2020-04-10,Organic,MU,2.0
2020-04-30,Paid,PL,49.0
2020-03-26,Paid,UZ,1.0
2020-03-20,Organic,PS,11.0
2020-05-13,Organic,KH,1.0
2020-05-18,Organic,DO,1.0
2020-04-12,Paid,HU,19.0
2020-04-28,Organic,AW,1.0
2020-05-14,Organic,PT,2.0
2020-03-25,Paid,UZ,50.0
2020-05-02,Paid,TN,6.0
2020-04-03,Organic,UK,29.0
2020-04-23,Paid,HR,2.0
2020-05-04,Organic,PR,1.0
2020-05-02,Organic,NP,3.0
2020-03-19,Paid,TR,6.0
2020-04-18,Paid,AM,1.0
2020-05-07,Paid,DE,86.0
2020-04-15,Paid,JP,10.0
2020-04-30,Paid,FR,11.0
2020-05-08,Organic,EG,26.0
2020-04-22,Paid,NZ,2.0
2020-04-08,Paid,IR,4.0
2020-04-22,Organic,TD,1.0
2020-04-12,Paid,UA,414.0
2020-04-14,Paid,IT,32.0
2020-04-16,Paid,JP,30.0
2020-04-21,Paid,BY,920.0
2020-04-30,Paid,MX,54.0
2020-05-05,Organic,ID,103.0
2020-04-09,Organic,CZ,33.0
2020-05-02,Paid,FR,11.0
2020-05-15,Paid,GG,1.0
2020-05-03,Paid,BD,2.0
2020-04-07,Paid,IR,2.0
2020-04-20,Paid,YE,6.0
2020-03-23,Organic,IE,5.0
2020-04-11,Paid,MY,1.0
2020-04-17,Paid,IT,34.0
2020-05-09,Paid,KZ,5.0
2020-03-23,Paid,CZ,25.0
2020-04-09,Paid,IE,12.0
2020-05-01,Paid,BG,5.0
2020-05-18,Paid,SD,2.0
2020-03-18,Paid,CU,1.0
2020-04-22,Paid,BA,2.0
2020-03-29,Paid,LT,4.0
2020-04-10,Paid,IL,1.0
2020-04-28,Organic,LB,23.0
2020-04-24,Paid,JO,1.0
2020-04-30,Paid,IN,1.0
2020-04-02,Paid,OM,1.0
2020-03-27,Paid,BR,228.0
2020-05-13,Organic,LV,2.0
2020-04-19,Paid,GM,1.0
2020-05-03,Paid,VN,294.0
2020-05-08,Paid,ES,47.0
2020-05-14,Paid,MT,1.0
2020-04-04,Paid,CA,1.0
2020-04-28,Organic,FI,6.0
2020-04-13,Organic,RS,1.0
2020-04-23,Paid,SV,5.0
2020-04-03,Organic,RU,1454.0
2020-04-13,Paid,TW,2.0
2020-05-02,Organic,IN,57.0
2020-04-30,Paid,PT,1.0
2020-05-06,Organic,TH,42.0
2020-03-23,Paid,UK,73.0
2020-05-12,Organic,TN,4.0
2020-04-30,Paid,KH,5.0
2020-04-04,Organic,JM,1.0
2020-05-17,Paid,QA,4.0
2020-04-15,Paid,CH,2.0
2020-04-27,Paid,DO,4.0
2020-04-27,Paid,HT,1.0
2020-04-09,Organic,IQ,49.0
2020-03-25,Paid,MM,1.0
2020-03-21,Paid,PA,1.0
2020-05-05,Organic,CO,2.0
2020-03-23,Organic,CN,337.0
2020-03-29,Organic,CH,7.0
2020-05-15,Paid,ML,1.0
2020-04-20,Paid,SN,1.0
2020-04-14,Paid,RU,51.0
2020-04-09,Paid,CU,1.0
2020-04-28,Paid,PL,754.0
2020-04-23,Organic,ES,19.0
2020-05-14,Paid,AO,1.0
2020-05-13,Paid,FI,6.0
2020-03-24,Paid,KR,20.0
2020-04-12,Organic,ET,1.0
2020-03-27,Organic,TW,10.0
2020-04-26,Paid,AT,6.0
2020-05-03,Organic,AE,4.0
2020-04-19,Organic,PF,1.0
2020-03-27,Organic,UY,1.0
2020-04-12,Organic,DZ,14.0
2020-03-18,Paid,DK,4.0
2020-04-18,Organic,KZ,57.0
2020-04-15,Paid,AU,5.0
2020-04-14,Paid,UA,43.0
2020-03-24,Organic,MA,8.0
2020-04-25,Organic,GY,1.0
2020-04-29,Paid,AT,5.0
2020-04-14,Organic,SE,10.0
2020-05-15,Paid,LB,125.0
2020-03-18,Organic,MG,1.0
2020-04-27,Organic,SD,7.0
2020-05-05,Paid,DE,45.0
2020-05-11,Organic,BG,7.0
2020-05-05,Organic,BA,4.0
2020-03-28,Organic,UA,462.0
2020-03-26,Paid,KR,3.0
2020-05-05,Organic,NZ,1.0
2020-04-21,Paid,EG,15.0
2020-03-28,Paid,SE,1.0
2020-04-07,Paid,NL,27.0
2020-04-20,Organic,DE,153.0
2020-04-11,Organic,PY,2.0
2020-05-09,Organic,ZA,1.0
2020-03-24,Organic,AZ,46.0
2020-05-07,Organic,YE,7.0
2020-03-25,Paid,KR,22.0
2020-04-18,Paid,AE,2.0
2020-04-01,Organic,MY,16.0
2020-04-18,Organic,GA,2.0
2020-04-22,Paid,ID,306.0
2020-05-13,Organic,MX,16.0
2020-05-08,Organic,BY,56.0
2020-04-08,Paid,NL,1.0
2020-03-30,Organic,VE,3.0
2020-05-12,Paid,UZ,2.0
2020-03-28,Paid,FI,1.0
2020-04-13,Organic,QA,1.0
2020-03-25,Paid,IN,8.0
2020-05-10,Paid,RU,860.0
2020-03-23,Paid,KZ,1.0
2020-05-13,Paid,UZ,54.0
2020-04-01,Paid,FI,8.0
2020-05-10,Organic,CA,24.0
2020-05-07,Paid,RU,9.0
2020-05-18,Paid,PH,1.0
2020-05-06,Paid,MD,1.0
2020-03-29,Organic,LA,1.0
2020-04-25,Paid,CA,5.0
2020-04-19,Paid,CN,1.0
2020-04-30,Organic,EC,1.0
2020-04-25,Organic,EE,1.0
2020-05-01,Paid,TW,4.0
2020-03-21,Paid,DE,41.0
2020-05-04,Paid,IQ,1.0
2020-03-19,Organic,TG,1.0
2020-03-27,Paid,QA,2.0
2020-04-26,Paid,CH,10.0
2020-05-01,Paid,GE,209.0
2020-04-30,Paid,TW,8.0
2020-03-26,Organic,LY,3.0
2020-05-17,Paid,MZ,1.0
2020-04-18,Paid,NL,6.0
2020-03-22,Paid,KZ,1.0
2020-04-28,Organic,HN,2.0
2020-05-17,Paid,LT,4.0
2020-05-07,Paid,PH,6.0
2020-04-24,Paid,LB,1.0
2020-05-18,Paid,KR,5.0
2020-05-12,Paid,SE,1.0
2020-04-02,Organic,GN,1.0
2020-04-04,Organic,DJ,1.0
2020-05-11,Organic,AU,7.0
2020-03-28,Paid,SY,1.0
2020-05-10,Paid,TJ,4.0
2020-03-29,Organic,AT,6.0
2020-03-23,Organic,AR,23.0
2020-04-25,Organic,DK,9.0
2020-03-24,Organic,BH,2.0
2020-05-09,Paid,CM,1.0
2020-04-02,Paid,BY,27.0
2020-03-20,Paid,DE,10.0
2020-04-11,Organic,SK,16.0
2020-04-26,Paid,AU,1.0
2020-05-01,Paid,AZ,1.0
2020-03-18,Organic,BN,2.0
2020-04-14,Paid,FR,191.0
2020-05-15,Paid,CK,1.0
2020-05-11,Organic,MN,6.0
2020-04-28,Paid,UA,41.0
2020-04-30,Paid,IT,194.0
2020-05-05,Organic,MH,1.0
2020-04-04,Paid,RO,163.0
2020-05-10,Paid,DK,9.0
2020-05-03,Organic,NL,14.0
2020-05-01,Paid,JP,1.0
2020-03-23,Paid,DE,187.0
2020-05-18,Organic,AM,8.0
2020-05-03,Paid,TR,60.0
2020-05-13,Paid,TT,5.0
2020-04-22,Organic,PH,59.0
2020-04-27,Paid,UA,302.0
2020-04-09,Paid,NZ,4.0
2020-05-02,Organic,KR,15.0
2020-04-05,Organic,PE,5.0
2020-03-29,Organic,NG,1.0
2020-03-18,Organic,AF,10.0
2020-05-12,Organic,UZ,47.0
2020-04-19,Paid,UK,22.0
2020-04-27,Paid,BR,1.0
2020-04-01,Paid,DE,1.0
2020-03-24,Paid,PT,21.0
2020-04-20,Paid,UK,21.0
2020-05-18,Organic,BE,16.0
2020-05-03,Organic,MD,11.0
2020-05-07,Paid,CA,1.0
2020-03-28,Paid,UA,1.0
2020-03-26,Organic,BD,11.0
2020-04-13,Organic,SG,2.0
2020-04-03,Organic,SA,12.0
2020-05-17,Paid,CG,3.0
2020-04-24,Paid,US,56.0
2020-03-28,Paid,PL,1.0
2020-05-02,Paid,BE,6.0
2020-03-23,Paid,CZ,1.0
2020-04-17,Organic,KG,8.0
2020-04-25,Paid,NO,13.0
2020-05-01,Paid,EC,2.0
2020-04-23,Paid,US,17.0
2020-03-21,Paid,HR,15.0
2020-04-04,Organic,GB,26.0
2020-04-08,Organic,SY,10.0
2020-04-30,Organic,GE,25.0
2020-03-24,Organic,LU,1.0
2020-04-26,Organic,IL,5.0
2020-05-16,Paid,JP,4.0
2020-04-27,Paid,HN,1.0
2020-05-05,Organic,CU,3.0
2020-05-16,Organic,LT,3.0
2020-05-18,Paid,IT,22.0
2020-04-07,Organic,JO,2.0
2020-03-20,Paid,AR,1.0
2020-05-14,Paid,AU,1.0
2020-05-07,Organic,TJ,5.0
2020-04-01,Paid,FR,45.0
2020-04-23,Paid,SL,1.0
2020-03-22,Paid,EG,1.0
2020-03-21,Organic,LK,1.0
2020-05-07,Paid,BO,3.0
2020-04-23,Organic,IR,28.0
2020-05-14,Paid,MN,9.0
2020-05-02,Organic,IT,99.0
2020-04-03,Organic,RO,15.0
2020-05-08,Organic,CM,1.0
2020-03-18,Paid,ID,9.0
2020-04-12,Paid,SK,100.0
2020-04-17,Organic,FR,74.0
2020-04-25,Paid,CZ,2.0
2020-04-30,Paid,KR,1.0
2020-05-15,Paid,AM,50.0
2020-04-30,Organic,JP,13.0
2020-05-06,Paid,NL,4.0
2020-05-06,Organic,TR,37.0
2020-04-25,Paid,PH,5.0
2020-04-25,Paid,SK,1.0
2020-05-11,Organic,MT,1.0
2020-04-04,Paid,NO,3.0
2020-04-04,Paid,RU,4096.0
2020-04-04,Organic,HK,2.0
2020-05-05,Organic,MR,1.0
2020-04-30,Paid,IN,19.0
2020-03-24,Organic,BR,108.0
2020-04-05,Paid,US,20.0
2020-05-12,Paid,PL,123.0
2020-04-12,Paid,BE,13.0
2020-05-12,Paid,LV,2.0
2020-05-06,Organic,VN,48.0
2020-05-02,Organic,KH,7.0
2020-04-03,Organic,PS,8.0
2020-04-01,Paid,HU,6.0
2020-04-28,Organic,DO,2.0
2020-05-03,Paid,TH,1.0
2020-05-01,Organic,PT,5.0
2020-03-30,Paid,SI,1.0
2020-05-13,Organic,NP,3.0
2020-04-14,Paid,UZ,1.0
2020-04-22,Organic,PR,1.0
2020-03-20,Organic,UK,78.0
2020-05-03,Paid,HR,3.0
2020-05-13,Paid,TN,51.0
2020-03-20,Paid,CN,1.0
2020-04-12,Organic,GR,7.0
2020-03-24,Paid,GE,6.0
2020-04-17,Organic,HU,14.0
2020-04-19,Organic,SN,2.0
2020-03-26,Organic,MM,27.0
2020-04-06,Paid,IQ,2.0
2020-05-14,Paid,CI,6.0
2020-04-06,Organic,SO,2.0
2020-04-16,Organic,SI,1.0
2020-05-04,Paid,CO,5.0
2020-04-06,Paid,UK,4.0
2020-04-18,Organic,HR,4.0
2020-03-18,Organic,NO,13.0
2020-05-03,Paid,SY,1.0
2020-03-24,Organic,NI,3.0
2020-04-08,Organic,PK,6.0
2020-03-26,Paid,JP,2.0
2020-03-19,Organic,US,289.0
2020-04-27,Organic,PL,146.0
2020-04-09,Organic,KW,2.0
2020-04-21,Paid,KZ,554.0
2020-04-15,Paid,MM,2.0
2020-04-04,Paid,CZ,27.0
2020-04-20,Paid,PF,1.0
2020-03-18,Paid,IE,1.0
2020-04-28,Paid,SD,1.0
2020-05-14,Paid,BG,5.0
2020-05-04,Paid,BA,5.0
2020-04-10,Paid,LT,1.0
2020-05-18,Organic,LB,14.0
2020-04-19,Paid,DE,301.0
2020-03-24,Paid,JP,1.0
2020-05-12,Paid,FR,47.0
2020-05-08,Paid,ZA,2.0
2020-04-01,Paid,UA,355.0
2020-04-18,Organic,EG,16.0
2020-03-25,Paid,IT,31.0
2020-05-09,Paid,BY,50.0
2020-05-12,Paid,MX,40.0
2020-04-25,Organic,ID,112.0
2020-03-27,Paid,JP,1.0
2020-03-18,Organic,CZ,59.0
2020-05-13,Paid,FR,19.0
2020-05-10,Paid,YE,5.0
2020-04-23,Paid,BD,1.0
2020-04-04,Organic,IE,1.0
2020-03-28,Paid,MY,1.0
2020-03-26,Paid,IT,2.0
2020-04-23,Paid,ID,2.0
2020-05-12,Paid,RO,2.0
2020-04-14,Paid,DK,4.0
2020-03-23,Paid,IT,247.0
2020-04-26,Paid,CL,112.0
2020-04-05,Organic,MN,1.0
2020-03-29,Paid,IR,2.0
2020-04-16,Paid,AU,1.0
2020-04-30,Paid,LK,1.0
2020-03-29,Organic,SL,1.0
2020-05-10,Paid,FR,2.0
2020-05-14,Paid,ZA,1.0
2020-03-19,Paid,AU,4.0
2020-05-02,Paid,DE,42.0
2020-05-05,Organic,SK,7.0
2020-05-14,Paid,BY,14.0
2020-03-23,Paid,TW,11.0
2020-04-17,Organic,ZW,1.0
2020-04-02,Paid,US,3.0
2020-04-19,Organic,AL,2.0
2020-03-20,Organic,KR,66.0
2020-05-15,Paid,NZ,6.0
2020-03-18,Paid,UA,83.0
2020-03-22,Paid,AZ,1.0
2020-04-01,Organic,PH,44.0
2020-04-13,Organic,NL,8.0
2020-03-21,Paid,JP,14.0
2020-04-06,Organic,AM,18.0
2020-04-23,Paid,CR,1.0
2020-04-30,Paid,DE,60.0
2020-04-04,Paid,SE,7.0
2020-04-06,Paid,KR,3.0
2020-05-05,Paid,GE,1.0
2020-04-18,Paid,LU,1.0
2020-04-17,Paid,PH,3.0
2020-03-27,Paid,NL,1.0
2020-04-30,Organic,AR,44.0
2020-03-28,Organic,DK,4.0
2020-05-16,Paid,JO,38.0
2020-04-24,Organic,AT,7.0
2020-04-05,Organic,AU,13.0
2020-04-10,Paid,NL,2.0
2020-05-01,Paid,KZ,1.0
2020-03-21,Paid,TW,12.0
2020-03-28,Organic,EE,1.0
2020-03-22,Organic,EC,2.0
2020-05-10,Paid,KG,7.0
2020-03-28,Paid,CA,2.0
2020-04-19,Organic,LY,7.0
2020-04-09,Paid,ET,1.0
2020-03-21,Paid,GE,50.0
2020-03-22,Paid,TW,43.0
2020-04-13,Organic,CY,1.0
2020-05-02,Paid,BZ,1.0
2020-04-03,Paid,UZ,43.0
2020-04-19,Paid,US,1.0
2020-05-14,Paid,PE,13.0
2020-04-14,Paid,RU,2089.0
2020-05-03,Organic,QA,1.0
2020-04-10,Paid,MD,159.0
2020-04-09,Paid,BE,1.0
2020-04-24,Organic,LA,4.0
2020-04-17,Paid,RU,14.0
2020-04-07,Paid,RS,3.0
2020-04-20,Paid,BD,29.0
2020-04-14,Organic,CA,25.0
2020-04-22,Paid,FI,28.0
2020-04-21,Organic,AZ,13.0
2020-05-05,Organic,PY,3.0
2020-04-15,Organic,ZA,7.0
2020-05-17,Paid,NL,1.0
2020-03-25,Organic,DE,90.0
2020-04-25,Paid,SE,1.0
2020-04-10,Paid,YE,1.0
2020-04-11,Organic,NZ,2.0
2020-04-19,Paid,KR,25.0
2020-04-25,Organic,UA,431.0
2020-04-28,Paid,CZ,8.0
2020-04-23,Organic,VE,6.0
2020-04-09,Paid,SK,35.0
2020-05-16,Paid,NL,1.0
2020-04-03,Organic,MX,32.0
2020-04-16,Organic,BY,150.0
2020-04-04,Paid,CZ,2.0
2020-04-22,Organic,MY,16.0
2020-04-17,Organic,YE,4.0
2020-04-20,Paid,KR,19.0
2020-05-09,Paid,AU,5.0
2020-03-27,Organic,KZ,58.0
2020-05-05,Paid,US,1.0
2020-05-08,Organic,PA,2.0
2020-05-04,Organic,DZ,14.0
2020-04-27,Paid,DK,1.0
2020-04-18,Organic,UY,4.0
2020-03-19,Paid,AT,5.0
2020-04-13,Organic,AE,5.0
2020-04-25,Paid,CD,1.0
2020-04-11,Organic,BA,7.0
2020-04-05,Organic,BG,7.0
2020-03-18,Organic,SD,11.0
2020-04-11,Paid,DE,50.0
2020-05-10,Organic,SE,5.0
2020-03-25,Paid,NZ,4.0
2020-05-10,Paid,UA,104.0
2020-04-21,Organic,MA,11.0
2020-04-24,Organic,CH,8.0
2020-05-11,Paid,GT,3.0
2020-05-10,Paid,HU,1.0
2020-05-05,Paid,GR,1.0
2020-04-30,Organic,CN,52.0
2020-04-18,Paid,EC,1.0
2020-04-11,Organic,CO,7.0
2020-04-26,Paid,MK,2.0
2020-05-15,Paid,SO,18.0
2020-05-15,Organic,IQ,50.0
2020-04-20,Paid,MM,33.0
2020-05-17,Paid,PK,36.0
2020-04-18,Organic,TW,11.0
2020-05-04,Organic,ET,1.0
2020-04-28,Paid,RU,1596.0
2020-04-18,Paid,NI,15.0
2020-04-03,Paid,FI,13.0
2020-03-30,Organic,ES,25.0
2020-04-29,Paid,US,156.0
2020-04-29,Organic,OM,4.0
2020-03-20,Organic,IN,394.0
2020-05-03,Paid,TW,9.0
2020-05-13,Organic,RU,1193.0
2020-05-03,Organic,RS,13.0
2020-05-12,Paid,CA,1.0
2020-04-13,Paid,VN,2.0
2020-04-16,Paid,ES,33.0
2020-04-23,Paid,MU,2.0
2020-04-03,Organic,LV,10.0
2020-04-18,Paid,BR,256.0
2020-04-07,Paid,QA,2.0
2020-05-09,Paid,CH,2.0
2020-04-30,Paid,UK,43.0
2020-04-10,Organic,TH,77.0
2020-04-20,Paid,IT,29.0
2020-05-03,Paid,KE,1.0
2020-03-27,Organic,EG,10.0
2020-04-12,Paid,NZ,15.0
2020-04-26,Paid,IR,5.0
2020-04-22,Paid,UA,1088.0
2020-04-18,Paid,AZ,2.0
2020-05-04,Paid,PY,55.0
2020-03-26,Paid,DE,5.0
2020-04-21,Paid,JP,24.0
2020-05-12,Organic,IE,2.0
2020-04-25,Paid,MY,1.0
2020-04-19,Paid,IT,36.0
2020-04-29,Paid,IR,9.0
2020-04-16,Paid,PT,1.0
2020-04-03,Paid,FR,46.0
2020-04-27,Organic,CZ,31.0
2020-04-24,Paid,VE,29.0
2020-04-18,Paid,JP,15.0
2020-04-15,Paid,BY,683.0
2020-04-04,Paid,MX,10.0
2020-03-28,Organic,ID,70.0
2020-05-17,Paid,TR,1.0
2020-04-24,Paid,AR,1.0
2020-05-05,Paid,DZ,29.0
2020-04-27,Paid,IE,12.0
2020-04-21,Paid,UY,2.0
2020-04-10,Paid,AE,31.0
2020-05-12,Paid,CZ,14.0
2020-04-26,Paid,NC,1.0
2020-03-24,Paid,KZ,601.0
2020-05-09,Paid,PA,2.0
2020-04-06,Organic,LB,11.0
2020-05-17,Paid,SC,1.0
2020-04-18,Paid,MA,11.0
2020-05-15,Paid,CU,1.0
2020-04-12,Paid,BA,1.0
2020-04-19,Organic,LC,1.0
2020-04-29,Organic,MK,1.0
2020-03-27,Organic,HR,4.0
2020-05-18,Paid,UK,28.0
2020-05-18,Organic,SO,3.0
2020-04-19,Organic,MM,32.0
2020-03-30,Organic,GU,1.0
2020-05-18,Paid,IQ,1.0
2020-05-07,Organic,HU,9.0
2020-05-14,Organic,GT,1.0
2020-04-06,Organic,ML,2.0
2020-04-23,Paid,CH,25.0
2020-05-04,Organic,GR,15.0
2020-04-10,Paid,SY,1.0
2020-05-15,Organic,KW,1.0
2020-03-18,Organic,PL,32.0
2020-04-26,Organic,US,202.0
2020-05-06,Paid,BR,2.0
2020-04-21,Paid,TW,32.0
2020-05-16,Organic,PK,12.0
2020-04-27,Organic,NO,3.0
2020-04-10,Organic,VN,49.0
2020-04-04,Paid,PL,150.0
2020-05-04,Paid,BE,12.0
2020-04-27,Organic,BT,1.0
2020-04-04,Paid,LV,39.0
2020-04-21,Organic,BR,43.0
2020-05-11,Paid,US,49.0
2020-05-12,Organic,HK,1.0
2020-03-23,Paid,IN,15.0
2020-04-23,Paid,US,1.0
2020-05-12,Paid,RU,1326.0
2020-03-29,Organic,SV,5.0
2020-05-06,Paid,RS,2.0
2020-05-12,Paid,NO,2.0
2020-04-05,Organic,MT,1.0
2020-04-01,Organic,PR,2.0
2020-04-13,Paid,HR,2.0
2020-05-02,Organic,UK,69.0
2020-04-03,Organic,NP,3.0
2020-03-21,Organic,PT,4.0
2020-04-22,Paid,HU,5.0
2020-03-23,Paid,BD,1.0
2020-05-13,Organic,PS,8.0
2020-05-13,Paid,JM,5.0
2020-03-20,Organic,KH,30.0
2020-04-08,Paid,MD,1.0
2020-03-28,Paid,CZ,81.0
2020-05-07,Organic,FR,29.0
2020-03-28,Paid,IR,1.0
2020-03-22,Paid,IT,1.0
2020-05-04,Paid,SK,2.0
2020-03-22,Paid,MM,9.0
2020-04-18,Paid,BH,1.0
2020-05-13,Organic,RO,12.0
2020-03-25,Paid,UA,2.0
2020-04-14,Paid,IE,1.0
2020-04-29,Organic,CL,7.0
2020-03-20,Organic,IT,52.0
2020-04-17,Paid,BO,5.0
2020-05-01,Organic,LK,3.0
2020-03-30,Organic,IR,33.0
2020-03-28,Paid,PH,229.0
2020-04-04,Organic,TT,1.0
2020-04-10,Organic,TR,31.0
2020-04-01,Paid,US,3.0
2020-03-22,Organic,JP,15.0
2020-04-10,Paid,NL,6.0
2020-04-20,Paid,AL,3.0
2020-03-23,Paid,KR,150.0
2020-04-11,Organic,CU,6.0
2020-04-08,Organic,LT,6.0
2020-04-08,Paid,JP,4.0
2020-04-24,Organic,CR,1.0
2020-03-27,Paid,TJ,1.0
2020-05-16,Organic,RW,1.0
2020-04-21,Organic,LU,1.0
2020-03-19,Organic,IL,18.0
2020-04-17,Organic,TJ,5.0
2020-04-29,Paid,IS,1.0
2020-03-24,Paid,UK,9.0
2020-04-22,Paid,FR,8.0
2020-05-17,Organic,JO,6.0
2020-04-28,Paid,RO,3.0
2020-05-02,Paid,AR,391.0
2020-04-06,Paid,IT,28.0
2020-04-23,Paid,AT,1.0
2020-03-21,Paid,EC,1.0
2020-05-07,Organic,KG,11.0
2020-04-25,Paid,PL,133.0
2020-03-20,Paid,BE,5.0
2020-04-29,Paid,TG,1.0
2020-03-29,Paid,US,147.0
2020-03-22,Organic,GE,11.0
2020-04-13,Paid,PK,1.0
2020-04-30,Organic,BZ,1.0
2020-05-16,Organic,SY,5.0
2020-05-01,Paid,HR,1.0
2020-05-12,Organic,GB,22.0
2020-03-30,Paid,US,39.0
2020-03-20,Paid,MM,2.0
2020-04-20,Paid,LY,21.0
2020-04-04,Organic,UZ,47.0
2020-03-26,Paid,UK,2.0
2020-04-24,Organic,NG,4.0
2020-04-27,Organic,AF,4.0
2020-05-11,Organic,PE,1.0
2020-04-14,Paid,HK,2.0
2020-05-13,Organic,SA,21.0
2020-05-03,Organic,SG,1.0
2020-04-17,Paid,CA,2.0
2020-04-25,Paid,UA,1.0
2020-05-01,Organic,ME,3.0
2020-04-19,Organic,BD,36.0
2020-04-16,Paid,IN,1.0
2020-03-25,Paid,UK,3.0
2020-04-06,Organic,BE,16.0
2020-04-23,Paid,LA,7.0
2020-04-13,Organic,MD,30.0
2020-03-22,Paid,BR,1.0
2020-03-23,Paid,SE,22.0
2020-03-24,Paid,RU,320.0
2020-05-03,Paid,CR,1.0
2020-05-01,Organic,GN,1.0
2020-04-07,Paid,IL,18.0
2020-04-25,Paid,GE,1.0
2020-03-20,Organic,BQ,1.0
2020-05-08,Paid,LU,2.0
2020-05-10,Paid,HU,1.0
2020-03-26,Paid,PH,23.0
2020-04-16,Paid,NL,2.0
2020-05-12,Organic,AR,26.0
2020-04-11,Organic,DK,6.0
2020-05-06,Organic,AT,13.0
2020-04-05,Organic,DM,1.0
2020-04-29,Paid,AE,1.0
2020-03-22,Organic,AU,14.0
2020-03-19,Paid,TL,1.0
2020-03-19,Organic,NR,1.0
2020-04-04,Paid,IT,127.0
2020-05-16,Paid,CL,5.0
2020-03-25,Paid,DK,2.0
2020-03-22,Organic,MN,4.0
2020-04-10,Paid,IR,4.0
2020-03-25,Organic,BO,2.0
2020-04-06,Paid,UA,144.0
2020-05-11,Paid,LK,6.0
2020-04-08,Paid,AU,1.0
2020-05-15,Organic,BN,3.0
2020-04-20,Paid,FR,375.0
2020-04-30,Paid,IS,1.0
2020-05-09,Organic,BH,1.0
2020-05-01,Paid,BY,23.0
2020-04-25,Organic,SK,15.0
2020-05-13,Paid,DE,6.0
2020-05-07,Organic,AL,2.0
2020-04-09,Paid,MY,1.0
2020-04-09,Paid,UA,182.0
2020-04-03,Organic,KR,31.0
2020-04-27,Paid,NZ,8.0
2020-04-30,Paid,YE,1.0
2020-04-01,Paid,RS,1.0
2020-04-12,Organic,PH,44.0
2020-04-05,Paid,AZ,2.0
2020-03-30,Organic,NL,19.0
2020-04-02,Paid,JP,17.0
2020-05-12,Paid,DE,78.0
2020-03-30,Paid,TR,1.0
2020-03-20,Paid,UZ,91.0
2020-05-07,Paid,PE,1.0
2020-05-18,Paid,AF,1.0
2020-05-03,Paid,NG,1.0
2020-03-25,Paid,RU,876.0
2020-04-03,Paid,SA,1.0
2020-05-05,Paid,FI,1.0
2020-03-29,Paid,MD,34.0
2020-05-06,Organic,LA,6.0
2020-03-21,Paid,SE,2.0
2020-03-26,Paid,RU,16.0
2020-03-19,Organic,CG,1.0
